variant_id,product_id,size,color,stock
V04577,P1578,XL,White,88
V04578,P1579,L,Red,141
V04579,P1580,L,Black,129
V04580,P1581,XL,Red,92
V04581,P1582,XL,Black,157
V04582,P1583,L,Blue,176
V04583,P1584,L,Blue,129
V04584,P1585,M,Black,40
V04585,P1586,L,Blue,131
V04586,P1587,M,Red,42
V04587,P1588,XL,Black,53
V04588,P1589,S,Blue,113
V04589,P1590,M,White,165
V04590,P9999,M,Black,128
V04591,P1592,S,Black,9
V04592,P1593,L,Red,173
V04593,P1594,M,Black,195
V04594,P1595,L,Black,93
V04595,P1596,XL,Blue,133
V04596,P1597,S,Blue,29
V04597,P1598,XL,Black,99
V04598,P1599,M,Blue,10
V04599,P1600,M,Red,79
V04600,P1601,M,Black,-5
V04601,P1602,XL,White,89
V04602,P1603,L,Red,143
V04603,P1604,L,Blue,17
V04604,P1605,L,Black,125
V04605,P1606,L,Red,8
V04606,P1607,M,White,179
V04607,P1608,XL,Black,107
V04608,P1609,S,Blue,5
V04609,P1610,XL,Red,55
V04610,P1611,L,Blue,59
V04611,P1612,M,Black,46
V04612,P1613,L,Red,133
V04613,P1614,S,White,11
V04614,P1615,M,Black,116
V04615,P1616,S,Black,44
V04616,P1617,XL,White,6
V04617,P1618,XL,Red,101
V04618,P1619,S,White,20
V04619,P1620,S,Black,180
V04620,P9999,XL,Red,165
V04621,P1622,XL,Blue,18
V04622,P1623,S,White,92
V04623,P1624,M,Black,174
V04624,P1625,M,White,94
V04625,P1626,M,White,72
V04626,P1627,S,White,171
V04627,P1628,XL,White,122
V04628,P1629,M,Black,6
V04629,P1630,L,Blue,58
V04630,P1631,S,Blue,34
V04631,P1632,XL,White,126
V04632,P1633,XL,Red,59
V04633,P1634,M,White,108
V04634,P1635,M,White,32
V04635,P1636,M,Red,175
V04636,P1637,XL,White,121
V04637,P1638,M,Red,122
V04638,P1639,L,Red,34
V04639,P1640,L,Red,143
V04640,P1641,L,White,91
V04641,P1642,S,Red,177
V04642,P1643,L,Blue,169
V04643,P1644,XL,Red,181
V04644,P1645,L,White,155
V04645,P1646,S,Black,145
V04646,P1647,L,Blue,135
V04647,P1648,M,Black,124
V04648,P1649,XL,Black,96
V04649,P1650,L,Red,82
V04650,P9999,XL,Blue,-5
V04651,P1652,L,Blue,174
V04652,P1653,XL,White,88
V04653,P1654,M,Blue,24
V04654,P1655,M,Red,41
V04655,P1656,XL,Black,66
V04656,P1657,XL,White,156
V04657,P1658,S,White,176
V04658,P1659,XL,Red,99
V04659,P1660,L,Black,154
V04660,P1661,L,Red,192
V04661,P1662,M,Blue,108
V04662,P1663,M,White,14
V04663,P1664,S,Blue,52
V04664,P1665,XL,White,5
V04665,P1666,S,Blue,93
V04666,P1667,M,White,8
V04667,P1668,L,Red,146
V04668,P1669,M,Blue,28
V04669,P1670,M,Black,20
V04670,P1671,L,Blue,67
V04671,P1672,S,Blue,99
V04672,P1673,M,White,183
V04673,P1674,S,Red,182
V04674,P1675,M,White,164
V04675,P1676,L,White,180
V04676,P1677,L,Blue,100
V04677,P1678,M,White,46
V04678,P1679,L,Red,49
V04679,P1680,M,White,2
V04680,P9999,M,White,130
V04681,P1682,M,Blue,77
V04682,P1683,L,White,130
V04683,P1684,M,Red,182
V04684,P1685,M,White,118
V04685,P1686,XL,Red,129
V04686,P1687,S,Blue,169
V04687,P1688,XL,Blue,157
V04688,P1689,M,Red,63
V04689,P1690,XL,Red,135
V04690,P1691,M,White,85
V04691,P1692,L,Blue,153
V04692,P1693,M,Blue,132
V04693,P1694,L,Blue,134
V04694,P1695,XL,Black,129
V04695,P1696,L,Red,137
V04696,P1697,S,Red,79
V04697,P1698,L,White,42
V04698,P1699,XL,Blue,90
V04699,P1700,XL,Blue,169
V04700,P1701,L,Black,-5
V04701,P1702,L,Blue,186
V04702,P1703,M,Red,112
V04703,P1704,XL,Black,38
V04704,P1705,XL,Black,155
V04705,P1706,S,Blue,113
V04706,P1707,XL,White,141
V04707,P1708,S,White,51
V04708,P1709,L,Red,124
V04709,P1710,L,Blue,82
V04710,P9999,L,White,104
V04711,P1712,L,Black,5
V04712,P1713,XL,Black,131
V04713,P1714,S,Black,142
V04714,P1715,XL,White,35
V04715,P1716,S,White,33
V04716,P1717,M,Black,40
V04717,P1718,XL,Black,27
V04718,P1719,L,Black,55
V04719,P1720,M,Red,40
V04720,P1721,XL,White,122
V04721,P1722,L,Black,196
V04722,P1723,XL,White,6
V04723,P1724,XL,Black,176
V04724,P1725,S,Black,63
V04725,P1726,L,White,22
V04726,P1727,XL,Black,51
V04727,P1728,S,White,126
V04728,P1729,XL,Black,151
V04729,P1730,S,Black,150
V04730,P1731,S,Red,33
V04731,P1732,XL,Blue,57
V04732,P1733,S,Black,182
V04733,P1734,S,White,143
V04734,P1735,S,Blue,125
V04735,P1736,M,White,106
V04736,P1737,M,White,140
V04737,P1738,XL,Blue,48
V04738,P1739,S,Black,122
V04739,P1740,L,White,95
V04740,P9999,L,Black,59
V04741,P1742,L,Red,154
V04742,P1743,L,Black,161
V04743,P1744,XL,Blue,166
V04744,P1745,XL,Black,20
V04745,P1746,XL,White,88
V04746,P1747,L,White,139
V04747,P1748,S,Black,126
V04748,P1749,M,Blue,102
V04749,P1750,S,Black,176
V04750,P1751,L,Red,-5
V04751,P1752,S,Black,26
V04752,P1753,S,Red,53
V04753,P1754,M,Blue,1
V04754,P1755,S,Red,99
V04755,P1756,XL,Blue,9
V04756,P1757,L,Black,121
V04757,P1758,M,Red,110
V04758,P1759,XL,Black,151
V04759,P1760,L,White,81
V04760,P1761,M,Blue,90
V04761,P1762,L,Red,132
V04762,P1763,S,White,193
V04763,P1764,M,Black,69
V04764,P1765,S,Black,15
V04765,P1766,M,Red,52
V04766,P1767,M,Red,26
V04767,P1768,S,Red,183
V04768,P1769,XL,Black,194
V04769,P1770,S,Black,43
V04770,P9999,M,Blue,196
V04771,P1772,XL,Blue,180
V04772,P1773,S,Red,99
V04773,P1774,S,Blue,103
V04774,P1775,S,White,168
V04775,P1776,M,Red,171
V04776,P1777,S,White,129
V04777,P1778,S,Black,4
V04778,P1779,L,Black,173
V04779,P1780,L,Blue,41
V04780,P1781,L,Black,7
V04781,P1782,L,Red,38
V04782,P1783,S,White,131
V04783,P1784,L,Red,17
V04784,P1785,L,White,172
V04785,P1786,S,Red,180
V04786,P1787,XL,Red,79
V04787,P1788,L,White,93
V04788,P1789,S,Black,27
V04789,P1790,L,Blue,129
V04790,P1791,L,Red,89
V04791,P1792,L,Red,11
V04792,P1793,L,White,161
V04793,P1794,XL,Black,7
V04794,P1795,S,Blue,177
V04795,P1796,XL,Black,54
V04796,P1797,M,Black,198
V04797,P1798,S,Black,17
V04798,P1799,L,Black,97
V04799,P1800,XL,White,195
V04800,P9999,M,White,-5
V04801,P1802,L,Black,154
V04802,P1803,S,White,120
V04803,P1804,M,Black,33
V04804,P1805,M,Red,188
V04805,P1806,S,Red,111
V04806,P1807,M,White,110
V04807,P1808,L,Red,51
V04808,P1809,M,White,148
V04809,P1810,L,Black,16
V04810,P1811,XL,Red,38
V04811,P1812,M,Blue,7
V04812,P1813,XL,White,69
V04813,P1814,XL,Blue,70
V04814,P1815,L,White,8
V04815,P1816,L,Black,73
V04816,P1817,L,Black,168
V04817,P1818,L,White,11
V04818,P1819,S,Black,14
V04819,P1820,L,Blue,116
V04820,P1821,L,White,21
V04821,P1822,M,Black,4
V04822,P1823,S,Blue,187
V04823,P1824,XL,Blue,136
V04824,P1825,M,White,37
V04825,P1826,S,Blue,93
V04826,P1827,S,Blue,47
V04827,P1828,XL,Red,5
V04828,P1829,L,Red,9
V04829,P1830,L,Red,69
V04830,P9999,XL,Black,148
V04831,P1832,L,White,71
V04832,P1833,M,White,114
V04833,P1834,M,Black,81
V04834,P1835,M,Black,143
V04835,P1836,M,Blue,123
V04836,P1837,M,White,109
V04837,P1838,XL,White,78
V04838,P1839,L,Red,86
V04839,P1840,S,Black,6
V04840,P1841,L,Red,81
V04841,P1842,M,Blue,17
V04842,P1843,S,Red,107
V04843,P1844,S,Black,22
V04844,P1845,S,White,8
V04845,P1846,S,Blue,152
V04846,P1847,XL,Red,3
V04847,P1848,L,Blue,56
V04848,P1849,XL,Black,151
V04849,P1850,L,Black,178
V04850,P1851,M,Blue,-5
V04851,P1852,XL,White,119
V04852,P1853,XL,White,171
V04853,P1854,S,Red,116
V04854,P1855,XL,Black,12
V04855,P1856,M,Red,177
V04856,P1857,S,Red,172
V04857,P1858,L,Red,18
V04858,P1859,S,Red,15
V04859,P1860,L,White,36
V04860,P9999,XL,Black,115
V04861,P1862,XL,Red,168
V04862,P1863,M,Red,55
V04863,P1864,M,Red,49
V04864,P1865,S,White,191
V04865,P1866,XL,Blue,133
V04866,P1867,M,White,184
V04867,P1868,L,Red,190
V04868,P1869,M,Black,98
V04869,P1870,S,Red,10
V04870,P1871,L,White,72
V04871,P1872,XL,White,152
V04872,P1873,M,White,143
V04873,P1874,L,Red,33
V04874,P1875,L,White,83
V04875,P1876,M,Blue,173
V04876,P1877,L,White,38
V04877,P1878,S,Blue,26
V04878,P1879,S,Red,189
V04879,P1880,XL,White,61
V04880,P1881,L,Red,183
V04881,P1882,S,Blue,5
V04882,P1883,S,Red,127
V04883,P1884,XL,White,172
V04884,P1885,S,Red,173
V04885,P1886,M,Blue,89
V04886,P1887,L,White,73
V04887,P1888,XL,Red,150
V04888,P1889,S,Black,9
V04889,P1890,S,Red,120
V04890,P9999,S,White,166
V04891,P1892,XL,Blue,182
V04892,P1893,L,Black,0
V04893,P1894,L,White,37
V04894,P1895,M,Black,78
V04895,P1896,XL,Blue,28
V04896,P1897,XL,Black,78
V04897,P1898,S,Red,100
V04898,P1899,S,Black,110
V04899,P1900,XL,Red,74
V04900,P1901,S,Red,-5
V04901,P1902,M,White,141
V04902,P1903,L,Black,105
V04903,P1904,M,Blue,119
V04904,P1905,XL,Blue,137
V04905,P1906,XL,Blue,91
V04906,P1907,M,Blue,111
V04907,P1908,M,Blue,103
V04908,P1909,XL,Blue,180
V04909,P1910,XL,Red,113
V04910,P1911,L,Black,73
V04911,P1912,S,Red,164
V04912,P1913,S,Red,21
V04913,P1914,M,Red,59
V04914,P1915,M,Red,146
V04915,P1916,M,Blue,61
V04916,P1917,XL,Black,149
V04917,P1918,L,Black,144
V04918,P1919,M,Black,99
V04919,P1920,M,White,71
V04920,P9999,S,White,19
V04921,P1922,L,Black,48
V04922,P1923,M,Blue,80
V04923,P1924,S,Blue,125
V04924,P1925,M,Blue,50
V04925,P1926,XL,Blue,168
V04926,P1927,S,Red,105
V04927,P1928,S,Black,126
V04928,P1929,L,Red,182
V04929,P1930,S,Red,53
V04930,P1931,L,Red,95
V04931,P1932,M,Red,176
V04932,P1933,XL,Red,76
V04933,P1934,M,White,85
V04934,P1935,S,Black,104
V04935,P1936,M,Black,177
V04936,P1937,M,White,83
V04937,P1938,L,Red,188
V04938,P1939,L,Red,112
V04939,P1940,M,White,62
V04940,P1941,M,Red,194
V04941,P1942,XL,White,67
V04942,P1943,M,Black,173
V04943,P1944,M,Red,116
V04944,P1945,XL,White,15
V04945,P1946,M,Blue,115
V04946,P1947,L,Red,134
V04947,P1948,L,Black,196
V04948,P1949,L,Blue,50
V04949,P1950,L,Black,80
V04950,P9999,L,Black,-5
V04951,P1952,M,Red,179
V04952,P1953,L,Blue,115
V04953,P1954,S,Black,191
V04954,P1955,L,Black,51
V04955,P1956,M,Red,69
V04956,P1957,XL,Blue,158
V04957,P1958,L,Black,7
V04958,P1959,M,Red,56
V04959,P1960,L,Red,0
V04960,P1961,XL,Red,133
V04961,P1962,M,Red,51
V04962,P1963,S,Blue,53
V04963,P1964,XL,Red,98
V04964,P1965,M,White,164
V04965,P1966,S,Red,102
V04966,P1967,S,White,104
V04967,P1968,XL,Red,102
V04968,P1969,L,Red,186
V04969,P1970,S,White,137
V04970,P1971,S,Black,155
V04971,P1972,L,White,65
V04972,P1973,M,Red,146
V04973,P1974,S,Red,67
V04974,P1975,S,Red,34
V04975,P1976,S,Black,70
V04976,P1977,L,White,85
V04977,P1978,S,Blue,5
V04978,P1979,L,Red,143
V04979,P1980,M,Blue,159
V04980,P9999,S,Black,83
V04981,P1982,S,Red,23
V04982,P1983,M,Blue,98
V04983,P1984,XL,Red,23
V04984,P1985,XL,Red,73
V04985,P1986,XL,Blue,179
V04986,P1987,L,Blue,68
V04987,P1988,S,Black,33
V04988,P1989,L,Black,133
V04989,P1990,XL,Blue,45
V04990,P1991,XL,Blue,90
V04991,P1992,XL,White,151
V04992,P1993,M,Blue,133
V04993,P1994,M,Blue,165
V04994,P1995,S,Red,150
V04995,P1996,L,White,72
V04996,P1997,L,Blue,126
V04997,P1998,M,Blue,42
V04998,P1999,M,White,193
V04999,P2000,M,White,186
V05000,P2001,M,Red,-5
